"site_code","Site","Date","Turbidity","TSS","ChlA","TOC","TN","DOC","DTN","pH","ANC","SC","Na","NH4","K","Mg","Ca","F","Cl","NO3","PO4","SO4","Field_DO_mgL","Field_Cond_µS_cm","Field_Temp_C","Lat","Long","Campaign","watershed","location_type","WQ_sensor","flow_gauge_source","flow_gauge_id","distance_upstream_km","Watershed_Level","Buffer_Level","FCW_number","ROSS_number","chla_volume_ml","Year","time_mst","DT_mst_char","data_source"
"PNF","Poudre Above North Fork",2023-03-17,0.93,1.76,1.66,,,1.91,0.15,7.22,647.91,79.32,3.36,0.03,0.72,2.37,7.86,0.02,2.25,0.54,0,4.7,,,,40.702459,-105.241588,"Mainstem - Upper","CLP Mainstem - Upper","Mainstem","FCGOV",,,7.471,,,2084,,,2023,13:30:00,"2023-03-17 13:30:00","ROSS"
"SFM","Poudre South Fork",2023-04-24,9.74,5.88,,,,3.18,1.2,6.99,367.82,57.38,3.02,0.08,0.74,1.55,5.89,0.03,1.24,2.78,0,4.51,,,,40.61825,-105.525583,"South Fork","CLP Mainstem - Upper","Mainstem","ROSS","Larimer County","11531",53.476,,,2085,,,2023,,,"ROSS"
"PSF","Poudre Below S. Fork",2023-04-24,2.11,0.42,,,,3.96,1.3,7.17,702.3,83.83,3.77,0.05,1,2.08,8.99,0.1,1.59,1.95,0,4.93,,,,40.694953,-105.448748,"Mainstem - Upper","CLP Mainstem - Upper","Mainstem",,,,33.951,,,2086,,,2023,,,"ROSS"
"JWC","JWC-Joe Wright @ Aspen Glen Campground",2023-04-24,2.85,0.69,2.27,,,2.99,0.52,7.09,558.35,68.7,2.01,0.07,0.84,1.61,9.11,0.05,1.48,0.64,0.06,4.14,,,,40.61988,-105.81937,"Chambers Complex","CLP Mainstem - Upper","Mainstem",,,,80.916,,,2087,,,2023,,,"ROSS"
"PJW","Poudre Above Joe Wright",2023-04-24,4.65,3.1,0.23,,,5.03,1.74,6.99,469.93,57.43,2.5,0.04,0.68,1.02,7.12,0.02,1,2.7,0,3.28,,,,40.634114,-105.807264,"Mainstem - Upper","CLP Mainstem - Upper","Mainstem",,,,80.916,,,2088,,,2023,,,"ROSS"
"PBR","Poudre Below Rustic",2023-04-24,8.37,16.27,,,,3.87,1.16,7.07,614.52,81.28,2.77,0.04,1,2.21,9.22,0.07,1.56,2.16,0,5.88,,,,40.700221,-105.544028,"Mainstem - Upper","CLP Mainstem - Upper","Mainstem","FCGOV","Fort Collins",,47.262,,,2089,,,2023,,,"ROSS"
"PNF","Poudre Above North Fork",2023-04-24,2.34,3.27,,,,3.67,1.34,7.13,558.35,76.6,3.23,0.07,0.84,2.38,7.98,0.05,2.58,1.35,0.05,5.12,,,,40.702459,-105.241588,"Mainstem - Upper","CLP Mainstem - Upper","Mainstem","FCGOV",,,7.471,,,2090,,,2023,,,"ROSS"
"BMD","Barnes Meadow Outflow",2023-05-16,3.83,4.4,3.08,,,6.87,1.07,6.85,515.9,82.68,2.28,0.14,1.05,1.17,12.76,0.03,1.53,1.7,0.02,7.45,,,,40.600376,-105.836378,"Chambers Complex","Barnes Meadow Reservoir","Outflow",,"Greeley",,84.049,0.4490768485927012,0.1845300397739167,2091,,,2023,09:15:00,"2023-05-16 09:15:00","ROSS"
"JWC","JWC-Joe Wright @ Aspen Glen Campground",2023-05-16,2.86,2.48,5.26,,,6.31,1.35,6.83,477.31,73.53,2.31,0.09,0.97,1.49,10.43,0.03,1.5,1.55,0,6.24,8.71,76.15,4.6,40.61988,-105.81937,"Chambers Complex","CLP Mainstem - Upper","Mainstem",,,,80.916,,,2092,,,2023,09:35:00,"2023-05-16 09:35:00","ROSS"
"PJW","Poudre Above Joe Wright",2023-05-16,1.69,3.33,0.65,,,7.24,1.39,6.72,575.72,71.43,2.51,0.13,0.92,1.51,9.74,0.04,0.65,3.6,0.24,2.38,9.92,36.68,1.7,40.634114,-105.807264,"Mainstem - Upper","CLP Mainstem - Upper","Mainstem",,,,80.916,,,2093,,,2023,09:48:00,"2023-05-16 09:48:00","ROSS"
"PFAL","Poudre below Poudre Falls",2023-05-16,13.97,16.55,1.29,,,7.03,1.69,6.73,194.07,35.58,1.26,0.06,0.54,0.9,4.39,0.03,0.95,2.65,0,2.5,9.9,43.57,2.6,40.651785,-105.810831,"Mainstem - Upper","CLP Mainstem - Upper","Stream","ROSS","Larimer County","11517",77.122,,,2094,,,2023,10:17:00,"2023-05-16 10:17:00","ROSS"
"PBR","Poudre Below Rustic",2023-05-16,9.14,11.13,1.32,,,6.32,1.56,6.74,262.16,44.06,1.35,0.07,0.51,0.92,4.79,0.04,1.35,3.79,0,4.24,9.21,49.87,5.6,40.700221,-105.544028,"Mainstem - Upper","CLP Mainstem - Upper","Mainstem","FCGOV","Fort Collins",,47.262,,,2095,,,2023,11:05:00,"2023-05-16 11:05:00","ROSS"
"SFM","Poudre South Fork",2023-05-16,43.21,101.14,1.47,,,7.5,1.15,6.75,271.51,50.79,1.88,0.06,0.7,1.33,6.09,0.19,1.41,2.41,0.25,4.81,8.56,47.28,7.6,40.61825,-105.525583,"South Fork","CLP Mainstem - Upper","Mainstem","ROSS","Larimer County","11531",53.476,,,2096,,,2023,11:45:00,"2023-05-16 11:45:00","ROSS"
"PSF","Poudre Below S. Fork",2023-05-16,91.3,117.78,1.81,,,6.32,1.4,6.75,260.93,48.52,2.04,0.03,0.8,1.45,5.05,0.05,1.45,3.41,0,4.33,8.99,51.53,7.7,40.694953,-105.448748,"Mainstem - Upper","CLP Mainstem - Upper","Mainstem",,,,33.951,,,2097,,,2023,12:30:00,"2023-05-16 12:30:00","ROSS"
"PNF","Poudre Above North Fork",2023-05-16,13.94,23.33,2.59,,,6.45,1.32,6.76,379.36,58.91,2.42,0.03,1.13,1.66,6.71,0.05,2.1,3.33,0,4.63,9.02,55.44,9.2,40.702459,-105.241588,"Mainstem - Upper","CLP Mainstem - Upper","Mainstem","FCGOV",,,7.471,,,2098,,,2023,13:20:00,"2023-05-16 13:20:00","ROSS"
"PBD","Poudre at Bellvue Diversion",2023-05-16,0.92,1.34,3.35,,,6.38,1.52,6.78,471.26,71.39,2.45,0.02,1.11,1.79,8.19,0.05,2.21,3.27,0.22,4.95,8.78,62.9,9.9,40.664519,-105.22419,"Mainstem - Upper","CLP Mainstem - Upper","Mainstem","ROSS","CDWR","CLAFTCCO",0,,,2099,,,2023,13:40:00,"2023-05-16 13:40:00","ROSS"
"BEAV","Beaver",2023-05-18,1.98,2.92,,,,5.89,1.71,6.73,382.61,58.78,2.34,0.07,0.74,1.74,6.77,0.04,0.95,3.98,0.17,3.48,,,,40.579336,-105.5940998,"South Fork","CLP Tributary - Upper","Stream",,,,61.499,,,2105,,,2023,13:35:00,"2023-05-18 13:35:00","ROSS"
"JOEI","Joe Wright Inlet",2023-05-24,2.02,3.27,0.2,,,1.41,0.18,6.95,427.18,52.98,2.08,0.05,0.45,1.48,7.2,0.04,1.09,0.24,0,2.28,8.99,52.63,1.8,40.54013102,-105.8831698,"Chambers Complex","Joe Wright Reservoir","Inflow","ROSS","USGS","6746095",95.264,0,0.006530548628428928,2112,,,2023,09:00:00,"2023-05-24 09:00:00","ROSS"
"JOER","Joe Wright Reservoir",2023-05-24,3.49,2,,,,3.22,0.2,6.97,461.62,55.08,1.83,0.05,0.52,1.34,7.3,0.03,1.37,0.56,0,2.41,8.16,57.09,1.8,40.55593744,-105.8749619,"Chambers Complex","Joe Wright Reservoir","Reservoir",,,,93.218,0.048734263332836585,0.006530548628428928,2113,,,2023,10:00:00,"2023-05-24 10:00:00","ROSS"
"CBRI","Chambers Inlet",2023-05-24,0.65,1.36,0.31,,,2.55,0.54,7.07,340,51.58,1.78,0.04,0.52,1.42,7.57,0.03,1.24,1.36,0,2.35,9.01,58.63,2.6,40.57795281,-105.8572773,"Chambers Complex","Chambers Reservoir","Inflow","ROSS","USGS","6746110",90.13,0.11067457970644089,0.3299053356282272,2114,,,2023,10:20:00,"2023-05-24 10:20:00","ROSS"
"BMD","Barnes Meadow Outflow",2023-05-24,2.72,2.19,2.21,,,6.9,0.89,6.57,501.1,65.29,1.95,0.05,0.82,1.25,8.7,0.03,1.78,0.95,0,4.13,6.63,76.51,4.5,40.600376,-105.836378,"Chambers Complex","Barnes Meadow Reservoir","Outflow",,"Greeley",,84.049,0.4490768485927012,0.1845300397739167,2116,,,2023,10:40:00,"2023-05-24 10:40:00","ROSS"
"BRNR","Barnes Meadow Reservoir",2023-05-24,4.05,0.36,6.53,,,6.88,0.37,7.13,400.6,53.16,1.6,0.02,0.59,1.16,6.56,0.05,1.42,0.8,0,3.35,9.29,64.31,10.2,40.599908,-105.830604,"Chambers Complex","Barnes Meadow Reservoir","Reservoir",,,,85.149,0.4490768485927012,0.1845300397739167,2117,,,2023,11:15:00,"2023-05-24 11:15:00","ROSS"
"CBRR","Chambers Reservoir",2023-05-24,3.02,2.91,7.5,,,3.66,0.44,7.08,380.9,51.19,1.93,0.03,0.73,1.28,7.23,0.02,1,1.44,0,1.86,9.11,51.42,4.1,40.603457,-105.845931,"Chambers Complex","Chambers Reservoir","Reservoir",,,"na",87.814,0.19135067209931075,0.3299053356282272,2118,,,2023,11:45:00,"2023-05-24 11:45:00","ROSS"
"CHD","Chambers Outflow",2023-05-24,3.3,0.2,4.86,,,3.22,0.47,7.14,176.13,26.26,1.04,0.02,0.05,0.26,3.28,0.03,1.02,1.39,0,2.02,8.51,58.6,5.1,40.60233229,-105.8427286,"Chambers Complex","Chambers Reservoir","Outflow","ROSS","CDWR","JWCCHACO",86.049,0.19135067209931075,0.3299053356282272,2119,,,2023,12:15:00,"2023-05-24 12:15:00","ROSS"
"SAWM","Sawmill",2023-05-30,37.92,62.6,,,,2.39,0.45,7.1,409.69,51.3,1.73,0.05,0.62,1.41,7.32,0.04,0.27,1.49,0,1.43,,,,40.581377,-105.856229,"Upper Tributary","CLP Tributary - Upper","Stream",,"RMRS",,90.13,,,2122,,,2023,09:15:00,"2023-05-30 09:15:00","ROSS"
"JWC","JWC-Joe Wright @ Aspen Glen Campground",2023-05-30,15.8,11.13,2.15,,,4,0.56,6.63,357.44,36.84,1.16,0.03,0.4,0.76,3.84,0.02,1.14,1.52,0,2.15,,,,40.61988,-105.81937,"Chambers Complex","CLP Mainstem - Upper","Mainstem",,,,80.916,,,2123,,,2023,09:40:00,"2023-05-30 09:40:00","ROSS"
"PJW","Poudre Above Joe Wright",2023-05-30,1.34,0.41,0.79,,,6.51,0.89,6.59,376.7,43.8,1.4,0.05,0.48,1.01,5.74,0.03,0.32,1.04,0,1.3,,,,40.634114,-105.807264,"Mainstem - Upper","CLP Mainstem - Upper","Mainstem",,,,80.916,,,2124,,,2023,10:00:00,"2023-05-30 10:00:00","ROSS"
"PFAL","Poudre below Poudre Falls",2023-05-30,24.27,32.36,1.25,,,5.21,0.49,6.7,390.59,47.2,1.63,0.04,0.85,1.57,5.7,0.03,0.61,1.21,0,1.69,,,,40.651785,-105.810831,"Mainstem - Upper","CLP Mainstem - Upper","Stream","ROSS","Larimer County","11517",77.122,,,2125,,,2023,10:15:00,"2023-05-30 10:15:00","ROSS"
"PBR","Poudre Below Rustic",2023-05-30,4.42,6.9,1.23,,,5.22,0.87,6.75,235.43,37.31,1.8,0.06,0.51,1.15,4.91,0.03,0.73,1.11,0,1.65,,,,40.700221,-105.544028,"Mainstem - Upper","CLP Mainstem - Upper","Mainstem","FCGOV","Fort Collins",,47.262,,,2131,,,2023,12:00:00,"2023-05-30 12:00:00","ROSS"
"PSF","Poudre Below S. Fork",2023-05-30,8.33,8.3,1.36,,,5.2,0.6,6.62,325.59,41.08,1.84,0.07,0.51,1.12,4.88,0.03,0.75,1.12,0,1.73,,,,40.694953,-105.448748,"Mainstem - Upper","CLP Mainstem - Upper","Mainstem",,,,33.951,,,2132,,,2023,12:45:00,"2023-05-30 12:45:00","ROSS"
"PNF","Poudre Above North Fork",2023-05-30,2.99,11.9,1.1,,,5.67,1.21,6.59,351.08,44.83,1.81,0.04,0.55,1.19,5.36,0.03,0.96,1.1,0,1.78,,,,40.702459,-105.241588,"Mainstem - Upper","CLP Mainstem - Upper","Mainstem","FCGOV",,,7.471,,,2133,,,2023,13:30:00,"2023-05-30 13:30:00","ROSS"
"PBD","Poudre at Bellvue Diversion",2023-05-30,11.57,6.7,1.27,,,5.88,0.88,6.67,463.77,54.53,2.33,0.12,0.93,1.78,6.2,0.05,0.85,0.96,0,2.09,,,,40.664519,-105.22419,"Mainstem - Upper","CLP Mainstem - Upper","Mainstem","ROSS","CDWR","CLAFTCCO",0,,,2135,,,2023,14:15:00,"2023-05-30 14:15:00","ROSS"
"BEAV","Beaver",2023-05-30,4.31,4.97,,,,6.22,1.23,6.8,313.13,42.04,1.82,0.07,0.76,1.24,4.81,0.04,0.65,1.44,0,1.87,,,,40.579336,-105.5940998,"South Fork","CLP Tributary - Upper","Stream",,,,61.499,,,2136,,,2023,,,"ROSS"
"COMI","Comanche Inflow",2023-06-02,2.84,2,0.49,,,5.69,0.86,6.98,185.4,26.28,1.31,0.04,0.27,0.7,3.19,0.02,0.38,2.28,0,1.14,,,,40.5858963,-105.6626,"South Fork","Comanche Reservoir","Inflow",,,,72.236,0.173174601127291,0.45576441102756887,2146,,,2023,09:20:00,"2023-06-02 09:20:00","ROSS"
"COMR","Comanche Reservoir",2023-06-02,5.62,4.24,5.18,,,6.43,1.1,7,195.47,33.56,1.45,0.07,0.46,0.93,3.98,0.06,0.56,3.24,0,1.61,,,,40.5853086,-105.6455009,"South Fork","Comanche Reservoir","Reservoir",,,,70.774,0.24966832476956524,0.45576441102756887,2147,,,2023,10:10:00,"2023-06-02 10:10:00","ROSS"
"HORI","Hourglass Inflow",2023-06-02,0.45,1.22,0.24,,,6,0.59,6.95,94.45,18.68,1.17,0.04,0.25,0.61,2.35,0.04,0.29,1.39,0,1,,,,40.5805091,-105.6409321,"South Fork","Hourglass Reservoir","Inflow",,"Greeley",,61.499,0.05085114281168797,0.40096867936712954,2148,,,2023,10:30:00,"2023-06-02 10:30:00","ROSS"
"COMO","Comanche Outflow",2023-06-02,3.67,8.08,1.57,,,4.86,1.27,6.94,140.19,31.37,1.51,0.04,0.39,0.89,3.88,0.03,0.54,4.23,0,1.65,,,,40.5846048,-105.6440011,"South Fork","Comanche Reservoir","Outflow",,"Greeley",,61.499,0.24966832476956524,0.45576441102756887,2149,,,2023,10:55:00,"2023-06-02 10:55:00","ROSS"
"HORR","Hourglass Reservoir",2023-06-02,2.67,2.8,7.66,,,5.64,0.93,7.07,178.81,31.96,1.46,0.08,0.52,0.96,4.02,0.03,0.45,2.13,0,1.74,,,,40.582032,-105.6314023,"South Fork","Hourglass Reservoir","Reservoir",,,,61.499,0.10162730589431843,0.40096867936712954,2150,,,2023,11:15:00,"2023-06-02 11:15:00","ROSS"
"HORO","Hourglass Outflow",2023-06-02,6.04,4.95,3.58,,,5.8,1.14,7.03,169.7,32.79,1.44,0.07,0.48,0.94,4.37,0.06,0.6,2.67,0,1.67,,,,40.5828742,-105.6309523,"South Fork","Hourglass Reservoir","Outflow",,"Greeley",,61.499,0.10162730589431843,0.40096867936712954,2151,,,2023,11:15:00,"2023-06-02 11:15:00","ROSS"
"BEAV","Beaver",2023-06-02,5.9,3.3,2.68,,,6.35,0.96,6.86,281.06,38.2,1.77,0.03,0.47,0.99,4.14,0.06,0.6,1.82,0,1.83,,,,40.579336,-105.5940998,"South Fork","CLP Tributary - Upper","Stream",,,,61.499,,,2152,,,2023,12:08:00,"2023-06-02 12:08:00","ROSS"
"SFM","Poudre South Fork",2023-06-02,9.81,14.29,1.47,,,6.51,0.56,6.66,184.5,31.78,1.79,0.06,0.4,1,4.01,0.11,0.58,0.88,0,1.87,,,,40.61825,-105.525583,"South Fork","CLP Mainstem - Upper","Mainstem","ROSS","Larimer County","11531",53.476,,,2153,,,2023,12:45:00,"2023-06-02 12:45:00","ROSS"
"BEAV","Beaver",2023-06-08,4.2,5.84,,,,6.69,0.93,6.77,251.67,32.33,1.79,0.05,0.42,0.92,3.4,0.06,0.53,1.93,0,1.57,,,,40.579336,-105.5940998,"South Fork","CLP Tributary - Upper","Stream",,,,61.499,,,2155,,,2023,,,"ROSS"
"LNGR","Long Draw Reservoir",2023-06-09,5.63,0.5,0.48,,,6.93,0.38,6.74,176.89,27.06,0.81,0.02,0.31,0.85,3.97,0.08,0.17,0.4,0,2.3,,,,40.50087627,-105.7725307,"Longdraw","Long Draw Reservoir","Reservoir",,,,100.445,0,0,2164,,,2023,09:50:00,"2023-06-09 09:50:00","ROSS"
"LNGO","Long Draw Outflow",2023-06-09,5.82,3.92,1.04,,,4.95,0.37,6.74,199.16,33.54,0.92,0.02,0.39,0.85,5.29,0.08,0.19,0.56,0,3.1,,,,40.50368571,-105.7709459,"Longdraw","Long Draw Reservoir","Outflow",,"CDWR","LAPLODCO",98.705,0,0,2165,,,2023,10:15:00,"2023-06-09 10:15:00","ROSS"
"PTRR","Peterson Reservoir",2023-06-09,9.35,1.3,5.4,,,7.82,0.56,6.76,178.79,26.55,1.21,0.07,0.7,0.61,3.48,0.06,0.42,0.57,0,1.39,,,,40.55936515,-105.7940034,"Longdraw","Peterson Reservoir","Reservoir",,,,91.236,0.3055062638172439,0.32090379008746356,2166,,,2023,11:15:00,"2023-06-09 11:15:00","ROSS"
"PTRO","Peterson Outflow",2023-06-09,5.16,1.89,7.1,,,8.03,0.52,6.78,162.01,25.17,1.18,0.03,0.68,0.6,3.72,0.06,0.41,0.54,0,1.36,,,,40.56063874,-105.7929021,"Longdraw","Peterson Reservoir","Outflow",,"Greeley",,91.236,0.3055062638172439,0.32090379008746356,2167,,,2023,11:30:00,"2023-06-09 11:30:00","ROSS"
"CBRI","Chambers Inlet",2023-06-09,4.68,4.57,1.43,,,3.91,0.64,6.84,296.64,41.98,1.48,0.05,0.48,1.15,6.12,0.07,0.76,0.87,0,1.95,,,,40.57795281,-105.8572773,"Chambers Complex","Chambers Reservoir","Inflow","ROSS","USGS","6746110",90.13,0.11067457970644089,0.3299053356282272,2171,,,2023,12:25:00,"2023-06-09 12:25:00","ROSS"
"JOEI","Joe Wright Inlet",2023-06-09,7.71,2.53,0.31,,,3.73,0.12,6.74,318.07,41.92,1.25,0.04,0.33,1.2,5.61,0.07,0.41,0.3,0,2.55,,,,40.54013102,-105.8831698,"Chambers Complex","Joe Wright Reservoir","Inflow","ROSS","USGS","6746095",95.264,0,0.006530548628428928,2168,,,2023,12:30:00,"2023-06-09 12:30:00","ROSS"
"JOER","Joe Wright Reservoir",2023-06-09,2.84,9,1.3,,,3.76,0.31,6.71,433.17,51.63,1.52,0.03,0.42,1.37,6.66,0.07,1.04,0.54,0,2.41,,,,40.55593744,-105.8749619,"Chambers Complex","Joe Wright Reservoir","Reservoir",,,,93.218,0.048734263332836585,0.006530548628428928,2169,,,2023,12:55:00,"2023-06-09 12:55:00","ROSS"
"SAWM","Sawmill",2023-06-09,1.69,0.3,,,,3.71,0.47,6.75,335.44,37.01,0.81,0.03,0.39,0.97,4.76,0.02,0.21,1.32,0,1.55,,,,40.581377,-105.856229,"Upper Tributary","CLP Tributary - Upper","Stream",,"RMRS",,90.13,,,2172,,,2023,13:30:00,"2023-06-09 13:30:00","ROSS"
"BMD","Barnes Meadow Outflow",2023-06-09,3.49,7.04,3.04,,,7.12,0.68,6.79,443.93,62.67,2.04,0.08,0.9,1.51,8.76,0.06,1.48,1.25,0,4.12,,,,40.600376,-105.836378,"Chambers Complex","Barnes Meadow Reservoir","Outflow",,"Greeley",,84.049,0.4490768485927012,0.1845300397739167,2173,,,2023,13:45:00,"2023-06-09 13:45:00","ROSS"
"BRNR","Barnes Meadow Reservoir",2023-06-09,5.14,4,5.43,,,7.27,0.49,6.9,415.11,60.74,2,0.05,0.79,1.39,8.86,0.03,1.36,0.44,0,3.54,,,,40.599908,-105.830604,"Chambers Complex","Barnes Meadow Reservoir","Reservoir",,,,85.149,0.4490768485927012,0.1845300397739167,2174,,,2023,14:00:00,"2023-06-09 14:00:00","ROSS"
"CBRR","Chambers Reservoir",2023-06-09,3.7,13.27,2.86,,,4.21,0.66,6.88,317.28,44.03,1.5,0.04,0.54,1.17,6.21,0.03,0.82,1.39,0,1.93,,,,40.603457,-105.845931,"Chambers Complex","Chambers Reservoir","Reservoir",,,"na",87.814,0.19135067209931075,0.3299053356282272,2175,,,2023,14:40:00,"2023-06-09 14:40:00","ROSS"
"CHD","Chambers Outflow",2023-06-09,2.17,4.04,2.37,,,4.09,0.83,6.75,358.44,48.14,1.81,0.05,0.66,1.29,6.86,0.03,0.78,1.27,0,1.96,,,,40.60233229,-105.8427286,"Chambers Complex","Chambers Reservoir","Outflow","ROSS","CDWR","JWCCHACO",86.049,0.19135067209931075,0.3299053356282272,2176,,,2023,15:00:00,"2023-06-09 15:00:00","ROSS"
"BEAV","Beaver",2023-06-12,3.37,7.52,,,,6.1,0.74,6.72,171.29,28.53,1.5,0.05,0.38,0.91,3.56,0.04,0.4,1.54,0,1.49,,,,40.579336,-105.5940998,"South Fork","CLP Tributary - Upper","Stream",,,,61.499,,,2180,,,2023,,,"ROSS"
"LNGO","Long Draw Outflow",2023-06-15,0.98,3.32,0.6,,,5.15,0.39,6.81,192.48,32.93,0.92,0.03,0.42,0.93,4.99,0.17,0.15,0.31,0,2.9,,,,40.50368571,-105.7709459,"Longdraw","Long Draw Reservoir","Outflow",,"CDWR","LAPLODCO",98.705,0,0,2188,,,2023,10:00:00,"2023-06-15 10:00:00","ROSS"
"LNGR","Long Draw Reservoir",2023-06-15,4.03,1.7,0.65,,,5.18,0.34,6.9,201.97,29.49,0.93,0.06,0.41,1.12,3.77,0.17,0.17,0.32,0,2.87,,,,40.50087627,-105.7725307,"Longdraw","Long Draw Reservoir","Reservoir",,,,100.445,0,0,2187,,,2023,10:30:00,"2023-06-15 10:30:00","ROSS"
"PTRR","Peterson Reservoir",2023-06-15,6.31,3.52,6.09,,,8.04,0.43,6.83,254.61,29.52,1.19,0.06,0.78,0.58,3.75,0.04,0.32,0.22,0,1.23,,,,40.55936515,-105.7940034,"Longdraw","Peterson Reservoir","Reservoir",,,,91.236,0.3055062638172439,0.32090379008746356,2189,,,2023,10:50:00,"2023-06-15 10:50:00","ROSS"
"PTRO","Peterson Outflow",2023-06-15,5.57,2.2,6.59,,,8.18,0.48,6.83,253.39,29.56,1.23,0.08,0.8,0.55,3.69,0.03,0.33,0.22,0,1.27,,,,40.56063874,-105.7929021,"Longdraw","Peterson Reservoir","Outflow",,"Greeley",,91.236,0.3055062638172439,0.32090379008746356,2190,,,2023,11:15:00,"2023-06-15 11:15:00","ROSS"
"JOEI","Joe Wright Inlet",2023-06-15,2.42,2.2,0.29,,,3.5,0.23,6.86,392.99,45.81,1.33,0.03,0.38,1.3,5.88,0.05,0.38,0.24,0,2.73,,,,40.54013102,-105.8831698,"Chambers Complex","Joe Wright Reservoir","Inflow","ROSS","USGS","6746095",95.264,0,0.006530548628428928,2191,,,2023,12:00:00,"2023-06-15 12:00:00","ROSS"
"JOER","Joe Wright Reservoir",2023-06-15,4.46,1.1,1.5,,,3.76,0.32,6.81,380.87,48.88,1.46,0.05,0.46,1.3,7.09,0.04,0.86,0.31,0,2.34,,,,40.55593744,-105.8749619,"Chambers Complex","Joe Wright Reservoir","Reservoir",,,,93.218,0.048734263332836585,0.006530548628428928,2192,,,2023,12:30:00,"2023-06-15 12:30:00","ROSS"
"SAWM","Sawmill",2023-06-15,1.39,1.7,,,,3.58,0.43,6.75,223.85,31.81,0.8,0.04,0.41,0.92,4.77,0.03,0.4,0.51,0,1.53,,,,40.581377,-105.856229,"Upper Tributary","CLP Tributary - Upper","Stream",,"RMRS",,90.13,,,2196,,,2023,13:08:00,"2023-06-15 13:08:00","ROSS"
"CBRI","Chambers Inlet",2023-06-15,2.33,1.44,2.61,,,3.87,0.4,6.78,310.02,41.8,1.49,0.04,0.54,1.08,5.47,0.03,0.64,1.18,0,1.82,,,,40.57795281,-105.8572773,"Chambers Complex","Chambers Reservoir","Inflow","ROSS","USGS","6746110",90.13,0.11067457970644089,0.3299053356282272,2195,,,2023,13:10:00,"2023-06-15 13:10:00","ROSS"
"BMD","Barnes Meadow Outflow",2023-06-15,2.05,1.3,3.46,,,6.98,0.79,6.73,418.84,63.95,2.05,0.09,0.97,1.43,9.23,0.03,1.52,0.7,0,3.95,,,,40.600376,-105.836378,"Chambers Complex","Barnes Meadow Reservoir","Outflow",,"Greeley",,84.049,0.4490768485927012,0.1845300397739167,2197,,,2023,14:05:00,"2023-06-15 14:05:00","ROSS"
"BRNR","Barnes Meadow Reservoir",2023-06-15,3.79,2.36,3.81,,,7.13,0.42,6.81,426.61,59.9,2.08,0.06,0.94,1.28,8.5,0.04,1.25,0.28,0,3.44,,,,40.599908,-105.830604,"Chambers Complex","Barnes Meadow Reservoir","Reservoir",,,,85.149,0.4490768485927012,0.1845300397739167,2198,,,2023,14:30:00,"2023-06-15 14:30:00","ROSS"
"CBRR","Chambers Reservoir",2023-06-15,2.6,1.11,5.13,,,4.14,0.61,6.88,364.16,45.07,1.46,0.05,0.6,1.06,6.62,0.03,0.66,1.03,0,1.82,,,,40.603457,-105.845931,"Chambers Complex","Chambers Reservoir","Reservoir",,,"na",87.814,0.19135067209931075,0.3299053356282272,2199,,,2023,14:55:00,"2023-06-15 14:55:00","ROSS"
"CHD","Chambers Outflow",2023-06-15,3.01,0.41,4.01,,,3.97,0.51,6.9,333.64,45.1,1.58,0.07,0.66,1.1,6.65,0.03,0.65,1.09,0,1.87,,,,40.60233229,-105.8427286,"Chambers Complex","Chambers Reservoir","Outflow","ROSS","CDWR","JWCCHACO",86.049,0.19135067209931075,0.3299053356282272,2200,,,2023,15:20:00,"2023-06-15 15:20:00","ROSS"
"COMI","Comanche Inflow",2023-06-16,1.96,2.86,0.7,,,4.97,0.65,6.79,184.96,24.15,1.2,0.03,0.27,0.59,2.91,0.01,0.25,1.13,0.23,1.34,8.75,22.71,4,40.5858963,-105.6626,"South Fork","Comanche Reservoir","Inflow",,,,72.236,0.173174601127291,0.45576441102756887,2204,,,2023,09:35:00,"2023-06-16 09:35:00","ROSS"
"COMR","Comanche Reservoir",2023-06-16,0.89,2.25,5.28,,,5.92,0.8,6.71,183.01,27.4,1.43,0.06,0.4,0.69,2.97,0.04,0.43,1.98,0,2.02,8.27,29.73,8.5,40.5853086,-105.6455009,"South Fork","Comanche Reservoir","Reservoir",,,,70.774,0.24966832476956524,0.45576441102756887,2206,,,2023,10:20:00,"2023-06-16 10:20:00","ROSS"
"HORI","Hourglass Inflow",2023-06-16,0.87,2,0.46,,,4.48,0.41,6.89,84.32,17.37,1.02,0.04,0.25,0.46,2.23,0.05,0.21,0.7,0,1.17,9,18.47,3.2,40.5805091,-105.6409321,"South Fork","Hourglass Reservoir","Inflow",,"Greeley",,61.499,0.05085114281168797,0.40096867936712954,2207,,,2023,10:40:00,"2023-06-16 10:40:00","ROSS"
"COMO","Comanche Outflow",2023-06-16,1.32,1.3,3.07,,,5.43,0.86,6.87,161.23,27.09,1.39,0.05,0.34,0.78,2.79,0.04,0.53,2.41,0,1.68,8.11,30.09,7.5,40.5846048,-105.6440011,"South Fork","Comanche Reservoir","Outflow",,"Greeley",,61.499,0.24966832476956524,0.45576441102756887,2208,,,2023,11:00:00,"2023-06-16 11:00:00","ROSS"
"HORR","Hourglass Reservoir",2023-06-16,5.03,5.33,,,,5.93,0.81,6.86,162.38,30.41,1.35,0.06,0.41,0.88,3.78,0.04,0.55,1.81,0,1.93,8.62,32.54,11.1,40.582032,-105.6314023,"South Fork","Hourglass Reservoir","Reservoir",,,,61.499,0.10162730589431843,0.40096867936712954,2209,,,2023,11:25:00,"2023-06-16 11:25:00","ROSS"
